Timestamp,Open,High,Low,Close,Volume,QuoteAssetVolume,NumberOfTrades,TakerBuyBaseVolume,TakerBuyQuoteVolume
2021-01-02 10:00:00,29612.88,29829.0,29473.91,29680.99,2315.182337,68694488.75869353,49466.0,1119.018042,33209227.51330484
2021-01-02 11:00:00,29679.51,29780.53,29622.79,29755.0,1365.036655,40570945.42355006,29571.0,598.188926,17778425.81689583
2021-01-02 12:00:00,29754.99,30888.0,29741.39,30604.03,12772.566044,387025691.6845648,200036.0,7693.613089,232831158.1932206
2021-01-02 13:00:00,30604.03,31561.87,30521.0,31541.17,9182.429703,284862696.670611,155703.0,5000.512481,155171075.80361158
2021-01-02 14:00:00,31546.06,31567.89,31065.0,31290.53,6447.783897,201609364.53663465,115280.0,3104.826958,97083027.72110683
2021-01-02 15:00:00,31290.53,31800.0,31236.37,31691.29,5626.193755,177435149.22325534,97954.0,2936.490973,92602951.9408685
2021-01-02 16:00:00,31691.09,33000.0,31616.42,32482.28,15432.285186,500065150.69207716,243515.0,7704.189573,249664588.17049992
2021-01-02 17:00:00,32484.28,32935.0,32394.77,32856.96,6402.180701,209101591.46210164,106138.0,3400.899047,111088781.87106785
2021-01-02 18:00:00,32856.95,33300.0,32421.0,32999.98,7170.295412,235363454.12117517,107993.0,3731.002869,122570325.41192684
2021-01-02 19:00:00,32999.98,33220.0,32690.0,33027.2,5844.856499,192991798.29034695,100521.0,3074.284824,101527404.04491779
2021-01-02 20:00:00,33027.2,33061.37,30550.0,30667.22,15733.283112,504482345.0934044,213120.0,7147.189822,229365443.7221153
2021-01-02 21:00:00,30669.43,32005.94,30300.0,31694.59,10395.120642,326513926.94158375,161944.0,5285.508184,165946681.21302372
2021-01-02 22:00:00,31693.53,32311.92,31424.96,32145.66,3879.062094,124189288.57427153,91572.0,1766.477151,56575341.60307028
2021-01-02 23:00:00,32143.53,32246.67,31500.0,32178.33,4622.340338,147557520.62016067,85383.0,2194.664881,70073494.65701959
2021-01-03 00:00:00,32176.45,32497.8,31962.99,32447.94,3346.062141,108006253.42272902,63472.0,1758.752078,56783635.03682368
2021-01-03 01:00:00,32447.95,32790.07,32201.0,32585.09,3401.152207,110773399.69333608,70692.0,1770.818589,57671008.07579552
2021-01-03 02:00:00,32583.04,32884.09,32550.0,32741.67,2017.209759,66039545.22800387,48226.0,1010.498163,33089617.80521227
2021-01-03 03:00:00,32741.68,32756.0,32404.0,32573.87,2125.8788,69347477.45908844,46215.0,899.919241,29356251.5346165
2021-01-03 04:00:00,32576.11,33250.0,32450.0,33192.53,3436.070984,112792746.66880588,60917.0,2045.685227,67209328.65906662
2021-01-03 05:00:00,33192.53,34180.0,33109.44,33758.67,10355.070315,350167811.0968304,176812.0,5513.671438,186390893.1940677
2021-01-03 06:00:00,33758.67,34110.05,33651.12,33967.13,4526.910974,153551636.94704574,95086.0,2360.33759,80068532.23998821
2021-01-03 07:00:00,33967.13,34778.11,33737.19,34452.34,7968.074023,273877823.024717,135337.0,3835.128227,131801254.42768407
2021-01-03 08:00:00,34451.78,34670.41,33757.29,34367.68,6146.774112,210713141.05225316,110795.0,2947.241104,101077763.49754152
2021-01-03 09:00:00,34367.35,34588.88,33800.0,34190.55,6052.678972,206713459.38775727,114590.0,2746.050925,93808940.47277085
2021-01-03 10:00:00,34189.98,34350.0,33403.0,33877.96,6335.226642,214615660.03475803,120518.0,3038.836934,102960933.7059428
2021-01-03 11:00:00,33877.96,34450.0,33787.55,34413.53,4116.853141,140535081.1453748,92262.0,2255.037874,76986787.81280623
2021-01-03 12:00:00,34413.53,34600.0,33928.75,34103.72,4546.283481,155830593.73039517,89900.0,2266.261717,77715495.36382322
2021-01-03 13:00:00,34103.73,34385.02,33800.0,33880.0,4373.738376,149031480.84569386,87957.0,2050.560801,69890174.70069015
2021-01-03 14:00:00,33877.98,34150.0,33450.0,33811.54,5928.805563,200638151.95697656,112757.0,2900.711021,98139759.78261895
2021-01-03 15:00:00,33811.54,33873.45,32727.0,33506.62,8391.249757,279582888.9548487,140091.0,3792.714729,126401018.81240185
2021-01-03 16:00:00,33505.15,33822.69,32650.0,32676.74,7983.739125,266031558.97452664,129178.0,3881.702006,129341713.44537748
2021-01-03 17:00:00,32676.75,33333.33,32454.73,32909.27,7447.809163,244812012.9938525,135756.0,3643.793364,119852164.82576343
2021-01-03 18:00:00,32907.51,33031.57,32267.0,32769.76,4707.199943,153750662.0556162,94512.0,2355.519759,76959635.32715937
2021-01-03 19:00:00,32769.79,32930.0,32455.71,32772.21,2288.439412,74825548.95742354,73266.0,1072.317091,35065540.58420238
2021-01-03 20:00:00,32775.1,33816.0,32727.1,33726.21,5420.678183,181382884.1627613,111426.0,2919.385497,97677133.65780772
2021-01-03 21:00:00,33725.72,33861.92,33506.0,33558.34,2123.067992,71508817.93767056,76216.0,1052.737795,35464167.0536733
2021-01-03 22:00:00,33559.06,33661.1,33000.0,33119.14,2841.033093,94606664.88271222,74965.0,1251.998511,41712740.73810901
2021-01-03 23:00:00,33119.14,33600.0,32600.0,33000.05,5077.560592,168463124.8788395,108752.0,2380.65319,79003943.17790337
2021-01-04 00:00:00,33000.05,33111.44,32400.25,32843.88,4792.206831,157090780.02866343,102303.0,2337.32205,76640069.54148754
2021-01-04 01:00:00,32843.89,33327.0,32602.47,33191.04,3390.023872,111723279.13155556,77232.0,1619.899097,53373905.14610674
2021-01-04 02:00:00,33191.05,33588.0,32958.38,33454.22,3180.350783,105765257.0303554,73174.0,1565.736806,52080821.901355
2021-01-04 03:00:00,33454.21,33510.71,33160.0,33505.16,3174.209134,105885637.67106639,74546.0,1550.96606,51736216.72372775
2021-01-04 04:00:00,33505.15,33600.0,33186.14,33257.55,3167.029273,105695860.81391,70718.0,1582.286688,52806095.53989332
2021-01-04 05:00:00,33257.56,33315.9,32802.25,32813.01,3990.70088,132098247.2739154,86995.0,1912.44957,63309431.04982456
2021-01-04 06:00:00,32813.01,33408.0,32813.0,33100.02,4768.764928,157679676.3640947,93791.0,2665.124177,88130614.48937725
2021-01-04 07:00:00,33100.02,33148.69,31505.0,32068.84,9472.376828,305928119.96734846,163230.0,4856.669063,156851370.47884083
2021-01-04 08:00:00,32068.84,32567.88,31450.0,32045.14,6529.253248,209132998.40311763,125127.0,2998.787733,96102959.1323093
2021-01-04 09:00:00,32045.15,32152.15,30248.85,31038.63,11271.896531,351321935.496181,173055.0,5038.681882,157122742.24963212
2021-01-04 10:00:00,31038.35,31227.33,28130.0,30270.76,19376.831179,573629351.316422,305630.0,9223.430257,273302725.9663004
2021-01-04 11:00:00,30270.76,30900.2,29400.0,30743.06,9413.490067,283733132.8833301,170181.0,4539.812727,136956401.56307817
2021-01-04 12:00:00,30742.99,31434.07,30454.25,31219.02,8316.880828,257727418.56933528,153242.0,3929.175474,121744030.7287964
2021-01-04 13:00:00,31219.03,31400.0,30600.0,31400.0,5474.654787,169692056.80846927,101540.0,2600.953116,80643934.90996195
2021-01-04 14:00:00,31400.0,32167.93,31400.0,32113.68,7479.383587,237746821.6213545,116397.0,3581.679886,113853118.14224021
2021-01-04 15:00:00,32113.68,32185.67,31550.0,31745.72,5321.620251,169560823.38397643,99381.0,2505.707347,79819154.00419214
2021-01-04 16:00:00,31745.71,31920.0,30723.0,31320.31,8174.285783,255043539.0792511,133682.0,4187.514931,130621147.1468356
2021-01-04 17:00:00,31320.3,31523.01,30626.36,31024.17,4962.562729,153975400.83942577,96732.0,2613.69739,81111771.17490149
2021-01-04 18:00:00,31022.25,31465.44,31001.0,31165.16,3361.43987,104948080.8713323,73391.0,1896.893927,59231323.65317481
2021-01-04 19:00:00,31165.16,31855.75,31104.99,31665.51,3388.372221,106758748.38653801,71762.0,1753.388702,55257387.68892296
2021-01-04 20:00:00,31665.52,31830.95,31210.0,31244.97,2850.963087,89770988.0867045,64911.0,1329.172774,41858872.75067731
2021-01-04 21:00:00,31244.97,31579.0,30856.08,31014.27,3202.456127,99727509.60811839,74424.0,1548.021731,48215339.25595822
2021-01-04 22:00:00,31014.27,31474.78,30950.0,31332.05,1646.484138,51480692.96027581,54923.0,906.957052,28362489.62653594
2021-01-04 23:00:00,31332.05,32031.01,31150.0,31988.71,4193.648728,132893993.10060339,86041.0,2344.14079,74303486.15285785
2021-01-05 00:00:00,31989.75,32853.38,31989.74,32430.49,7707.64341,250007916.9077521,127581.0,4569.48199,148144849.1056823
2021-01-05 01:00:00,32430.69,32796.0,32224.25,32786.06,4246.96065,138118302.36451834,83071.0,2295.493443,74675015.21841346
2021-01-05 02:00:00,32786.05,32828.26,32221.1,32306.64,3163.430044,102893990.21816806,65391.0,1571.902792,51120318.98503503
2021-01-05 03:00:00,32306.64,32536.09,31130.86,31200.0,5695.044496,181350412.23885363,112880.0,2751.736804,87713825.89386314
2021-01-05 04:00:00,31190.04,31538.45,30418.0,30858.98,7229.486366,224769397.84667814,157600.0,3122.039909,97170832.72847822
2021-01-05 05:00:00,30858.98,31366.16,29900.0,30436.25,6366.976124,195158786.10553855,159593.0,2694.134331,82666054.53886335
2021-01-05 06:00:00,30436.26,31270.43,29900.0,31123.25,6611.210735,202286248.33256155,127994.0,3659.298822,111844754.48935623
2021-01-05 07:00:00,31123.25,31312.03,30759.47,30817.77,2811.383953,87206069.28127892,71734.0,1279.15583,39679285.4461407
2021-01-05 08:00:00,30817.78,31522.19,30817.78,31192.09,3237.120957,101016094.16648097,88984.0,1691.747218,52801113.11961794
2021-01-05 09:00:00,31192.16,31821.94,31157.9,31569.63,3935.597979,124016625.8418041,91763.0,2077.943499,65482399.52003036
2021-01-05 10:00:00,31569.63,31687.11,31088.33,31345.77,3174.760396,99666137.72028314,81295.0,1624.611217,51008190.2158899
2021-01-05 11:00:00,31347.73,31777.0,31284.15,31776.66,2908.121768,91671919.0984899,72492.0,1608.736977,50727750.80430447
2021-01-05 12:00:00,31776.66,32057.13,31563.84,31585.01,4161.551334,132493096.80311255,94633.0,2278.18509,72558530.75037737
2021-01-05 13:00:00,31585.0,31900.0,31416.27,31460.01,2523.023165,79971740.01184838,64040.0,1248.020631,39565656.12394609
2021-01-05 14:00:00,31460.11,32375.07,31111.78,32342.33,5942.102854,188316129.32606876,137989.0,3384.555236,107337665.44604895
2021-01-05 15:00:00,32343.61,32374.31,31929.41,32099.98,3616.599016,116161069.22208343,98120.0,1862.743855,59830250.35901147
2021-01-05 16:00:00,32099.97,32670.0,31763.23,32469.9,4926.171616,159348378.63575512,114817.0,2517.109065,81421262.1085977
2021-01-05 17:00:00,32469.9,32790.0,32254.18,32742.73,3599.645718,116970729.3270712,82231.0,1693.399736,55049206.49118736
2021-01-05 18:00:00,32742.73,33433.55,32650.03,33372.84,6647.009921,219940103.11654606,129769.0,3830.696091,126730979.20382337
2021-01-05 19:00:00,33372.83,34187.09,33098.82,33697.75,8659.338503,292047625.8367009,179774.0,4641.043817,156580281.19993934
2021-01-05 20:00:00,33693.8,34044.13,33318.0,33969.17,5800.653907,195673767.39849564,106875.0,2778.602711,93787060.66580112
2021-01-05 21:00:00,33968.66,33996.03,33471.94,33699.63,3682.074151,124381906.41438341,74894.0,1702.315613,57517127.96443939
2021-01-05 22:00:00,33699.63,34360.0,33695.6,34183.42,4616.403334,157718468.5989587,113239.0,2717.786346,92848224.48505437
2021-01-05 23:00:00,34183.43,34284.91,33650.0,33949.53,4787.686641,162432229.8334837,90092.0,2091.013732,70934458.77764802
2021-01-06 00:00:00,33949.53,34107.59,33288.0,33918.01,6106.351924,205743581.04425707,99660.0,2516.259961,84812005.3453171
2021-01-06 01:00:00,33918.01,34018.93,33513.05,33811.28,3237.659354,109289337.46651398,62378.0,1475.381107,49802826.13141871
2021-01-06 02:00:00,33811.28,34135.84,33768.32,33873.3,3252.254556,110509015.75623268,60510.0,1626.423081,55274032.44717988
2021-01-06 03:00:00,33873.3,34170.0,33652.0,34117.59,3183.088045,107858643.06601506,79479.0,1672.00819,56692634.90742621
2021-01-06 04:00:00,34116.76,35766.58,34109.83,35325.91,12735.417627,444922768.1920201,211886.0,7910.038255,275960969.4071847
2021-01-06 05:00:00,35326.82,35590.0,34510.0,34978.91,5595.783676,196115940.87795284,106461.0,2891.384051,101402148.66539782
2021-01-06 06:00:00,34977.27,35229.1,34782.44,35125.51,3923.026403,137467483.4954543,82118.0,2054.113885,71979294.60308102
2021-01-06 07:00:00,35125.49,35248.63,34350.0,34676.4,3898.737284,135685914.15764904,90102.0,1874.102733,65256486.63670632
2021-01-06 08:00:00,34666.8,34950.77,34015.0,34594.28,5094.759196,176018487.58908296,104746.0,2360.742762,81573834.44700667
2021-01-06 09:00:00,34596.08,34607.69,33357.9,33919.5,5753.91297,195480943.58159614,116923.0,2559.39339,86977436.94551326
2021-01-06 10:00:00,33919.5,34550.0,33834.61,34417.36,3851.574259,132191268.15797724,81692.0,1875.019126,64352205.8668014
2021-01-06 11:00:00,34417.37,35200.0,34342.87,34918.53,6362.804142,221652511.71656263,135283.0,3225.568409,112395840.12698986
2021-01-06 12:00:00,34918.54,35088.0,34415.61,34929.87,4569.514665,158781299.83276105,111089.0,2339.0615,81279110.6877163
2021-01-06 13:00:00,34929.87,35050.0,34300.0,34550.0,4296.272331,148666291.75269622,101607.0,2028.182878,70209071.0628672
2021-01-06 14:00:00,34549.99,34593.5,34052.42,34213.46,5728.368095,196539271.47079065,118986.0,2687.808047,92234560.97504687
2021-01-06 15:00:00,34213.58,34790.0,34150.0,34566.19,4050.156848,139949954.8467573,84656.0,1858.529323,64217961.06072499
2021-01-06 16:00:00,34566.18,35076.42,34372.92,34612.41,6142.986291,213765663.67000848,119999.0,2805.93946,97707179.71105734
2021-01-06 17:00:00,34615.98,35057.81,34562.0,34898.52,3410.29344,118876311.09590797,78917.0,1651.609603,57594103.95804292
2021-01-06 18:00:00,34898.52,35245.0,34894.22,35215.75,3704.008481,130045690.18758427,79341.0,1818.206977,63842688.84232041
2021-01-06 19:00:00,35215.75,35695.0,34652.6,34816.72,5619.207768,198986931.5587426,127198.0,2772.62367,98244633.93981346
2021-01-06 20:00:00,34818.95,36250.0,34280.0,36015.88,10922.412724,384838155.9912445,211465.0,5441.597353,192130710.8036441
2021-01-06 21:00:00,36015.16,36470.0,35650.0,35874.16,7481.324348,269663315.9989594,143699.0,3530.875471,127294676.3394307
2021-01-06 22:00:00,35869.97,36379.99,35700.92,35989.63,2717.847393,98138204.7716402,84495.0,1258.446506,45453405.34245312
2021-01-06 23:00:00,35989.64,36939.21,35949.12,36769.36,5501.43949,200767262.2412077,99093.0,2819.598914,102944651.96840851
2021-01-07 00:00:00,36769.36,37287.63,36422.71,37150.66,6259.578978,231127540.88700172,126956.0,3276.043725,121035260.46323515
2021-01-07 01:00:00,37150.66,37227.61,36615.83,36871.47,4542.03973,167744153.75912637,92343.0,2188.222216,80834008.77942777
2021-01-07 02:00:00,36871.47,37087.01,36456.0,36962.37,4112.981009,151378625.9565755,75846.0,1862.594065,68560321.70436183
2021-01-07 03:00:00,36962.37,37699.0,36926.53,37454.48,4747.646909,177380063.69681457,102236.0,2489.391295,93000819.42241232
2021-01-07 04:00:00,37452.62,37550.0,37056.12,37450.95,4099.953841,153032050.67556983,93723.0,1967.847679,73462310.91837376
2021-01-07 05:00:00,37450.95,37700.8,37100.77,37347.2,4337.600291,162305184.42616054,88626.0,2189.330914,81931971.65715823
2021-01-07 06:00:00,37347.2,37439.75,36710.0,37130.84,4095.35114,151906540.45678326,102410.0,1749.235928,64883857.26010562
2021-01-07 07:00:00,37130.85,37338.72,36720.0,36859.85,3782.276886,140083390.80394545,91008.0,1623.225369,60156275.8977995
2021-01-07 08:00:00,36863.04,37350.0,36300.0,37217.55,5254.610209,193767393.70327786,105341.0,2307.402343,85144391.1751427
2021-01-07 09:00:00,37217.55,37500.99,36905.0,37492.69,4407.045594,163843785.85139343,73931.0,2244.725367,83506486.68795209
2021-01-07 10:00:00,37492.7,37500.0,36920.0,37045.45,3236.822718,120314344.26502907,73246.0,1456.956047,54166648.01214179
2021-01-07 11:00:00,37045.45,37913.72,37038.97,37822.09,4315.490397,161597115.72571474,93785.0,2370.940878,88851600.37871656
2021-01-07 12:00:00,37825.64,38200.0,37518.0,37941.36,6363.359069,241319458.86435366,126651.0,3103.657796,117756120.27681302
2021-01-07 13:00:00,37941.37,38429.0,37900.0,38161.6,5364.346066,205106242.97582552,109894.0,2583.94624,98802410.05574995
2021-01-07 14:00:00,38161.6,38644.76,38079.02,38453.97,5516.633701,211915217.15929496,127201.0,2553.525473,98119133.15050092
2021-01-07 15:00:00,38450.51,38970.42,38062.75,38970.42,5401.362641,208049947.52961344,108411.0,2618.40335,100917730.45469424
2021-01-07 16:00:00,38970.41,39500.0,38921.49,39120.01,8054.616114,315624646.46786094,152513.0,4140.228823,162292200.88514322
2021-01-07 17:00:00,39120.01,39775.0,39101.36,39732.92,4853.729905,191791634.7475186,118869.0,2607.775733,103049642.73116991
2021-01-07 18:00:00,39732.92,40365.0,36500.0,38948.48,16920.672871,656141657.3424625,352801.0,8352.782401,324987958.8056861
2021-01-07 19:00:00,38907.58,39236.12,37493.52,39062.0,9539.541292,367676058.9442618,178227.0,4568.737514,176185972.74372718
2021-01-07 20:00:00,39061.99,39199.33,38352.88,39109.38,4364.133612,169359110.4902306,97943.0,2132.348711,82796137.61577405
2021-01-07 21:00:00,39111.34,39882.07,38908.11,39687.11,4533.614789,178905952.02809146,98626.0,2237.729317,88336681.65941423
2021-01-07 22:00:00,39687.11,39969.0,39150.0,39665.92,2855.62721,113198084.48035602,94586.0,1413.94892,56075175.26137254
2021-01-07 23:00:00,39666.0,39680.54,38541.38,39432.28,5866.665465,229001742.1461096,129513.0,3016.107032,117730123.85962437
2021-01-08 00:00:00,39432.48,39699.87,38793.23,38793.23,3387.174889,133184446.37639539,92545.0,1535.357758,60395220.31993304
2021-01-08 01:00:00,38793.24,39000.0,37800.0,38681.37,5775.389265,222320078.6438312,118187.0,2477.23985,95426783.89717878
2021-01-08 02:00:00,38681.38,38692.83,36500.0,37181.74,9364.247135,350671968.12783986,184588.0,4041.029303,151433666.58874172
2021-01-08 03:00:00,37181.74,38460.13,37068.4,38347.1,5036.746918,191531646.49060035,107958.0,2279.007213,86658079.51130933
2021-01-08 04:00:00,38347.11,38949.97,38155.61,38668.92,5126.666402,198141885.51559743,92378.0,2021.918477,78103095.87348774
2021-01-08 05:00:00,38668.92,38700.0,37895.0,37975.25,4384.158743,168179267.7422812,78020.0,2012.307756,77208465.0163495
2021-01-08 06:00:00,37980.53,38685.13,37563.92,38537.94,3989.761815,152681589.9511675,85138.0,2001.855912,76637372.69438687
2021-01-08 07:00:00,38538.99,39143.8,38280.16,38930.55,4177.46546,161995711.1779865,91584.0,2176.843162,84394619.63586086
2021-01-08 08:00:00,38929.56,38985.06,38414.7,38648.95,3277.73807,126726366.48661977,77560.0,1404.587696,54299270.78439706
2021-01-08 09:00:00,38648.96,39374.22,38222.0,39358.34,3995.803833,155055524.7293439,92046.0,2098.956939,81516294.63929747
2021-01-08 10:00:00,39358.99,41057.79,39220.0,40721.45,10298.221326,413988645.03214854,192411.0,5906.626828,237456218.24972364
2021-01-08 11:00:00,40722.71,41500.45,40345.39,41286.67,9286.549999,381339340.10874933,173240.0,4686.872488,192530894.29991794
2021-01-08 12:00:00,41286.67,41785.9,40857.37,41316.91,7590.278927,314289402.9939815,161233.0,3735.092267,154675080.03643653
2021-01-08 13:00:00,41318.03,41641.83,40700.0,41311.18,5331.452666,219726996.61805144,102736.0,2445.957796,100799684.72757314
2021-01-08 14:00:00,41313.24,41564.72,40970.22,41454.13,3918.180651,161743369.58990014,85972.0,1841.489037,76024773.29519919
2021-01-08 15:00:00,41454.13,41950.0,39777.0,40829.08,12863.951617,525866974.4244745,235224.0,6229.069491,254988062.90513027
2021-01-08 16:00:00,40829.07,41600.0,40359.67,41303.42,6293.058759,258570569.68834123,125823.0,3214.276344,132138012.65968989
2021-01-08 17:00:00,41303.41,41556.19,40888.88,41009.07,3675.204655,151525080.93204278,89742.0,1723.710797,71085850.10289584
2021-01-08 18:00:00,41009.08,41153.0,39800.0,39920.39,6673.747782,269890839.419266,137300.0,3102.085511,125500203.58850048
2021-01-08 19:00:00,39920.67,40700.0,39900.35,40365.09,3881.072464,156704308.9492545,89817.0,1932.096807,78005779.48646475
2021-01-08 20:00:00,40365.09,40500.0,38888.0,39059.15,9598.073547,379934389.42082304,202984.0,4299.540777,170262552.06710306
2021-01-08 21:00:00,39062.88,40116.37,38652.0,40075.82,6171.364208,243712568.15469438,130312.0,3138.474751,124040437.03498383
2021-01-08 22:00:00,40075.82,40785.0,39740.95,40674.45,3008.048563,121290642.627034,94417.0,1635.906932,66006341.65049416
2021-01-08 23:00:00,40672.02,40937.77,40465.76,40582.81,2685.599805,109371595.530941,84417.0,1359.851324,55388686.91384988
2021-01-09 00:00:00,40586.96,40976.13,39980.27,40283.56,4382.254983,177655228.53915623,103817.0,2141.192147,86818834.61634393
2021-01-09 01:00:00,40286.09,40321.92,39710.0,40198.56,4543.736056,181652860.51564184,96651.0,2692.284488,107572784.19722243
2021-01-09 02:00:00,40196.51,40561.97,39500.0,39973.0,3032.046541,121509932.94021644,82121.0,1435.856596,57585613.15612918
2021-01-09 03:00:00,39973.0,40376.69,39709.61,40211.59,1917.78678,76876333.8332959,63739.0,1008.920299,40451251.06765757
2021-01-09 04:00:00,40209.91,40490.0,39805.03,40206.44,1976.484373,79389762.67386834,61321.0,1017.804595,40890105.65787203
2021-01-09 05:00:00,40206.43,40206.43,39154.48,39295.37,3025.041625,120011440.79497737,89565.0,1302.193049,51661984.99372342
2021-01-09 06:00:00,39293.41,39627.11,38888.0,38984.86,4352.605937,170621480.12389126,110337.0,2071.808384,81239150.25345556
2021-01-09 07:00:00,38978.46,39692.0,38720.0,39638.61,3109.889209,122140688.02104703,82441.0,1509.835744,59314191.04526394
2021-01-09 08:00:00,39639.21,40254.42,39290.86,40172.14,3081.993289,122880599.47300185,90034.0,1584.08594,63156447.14670606
2021-01-09 09:00:00,40167.54,40790.0,40164.03,40348.35,3653.415447,147912608.83417118,104095.0,1909.708821,77317388.90252548
2021-01-09 10:00:00,40348.36,40800.0,40105.51,40376.03,3130.356558,126596569.76688394,79151.0,1730.685269,70010726.83355768
2021-01-09 11:00:00,40376.03,41237.44,40256.73,40565.77,4682.991247,191114775.5547688,116488.0,2464.970705,100614480.25360964
2021-01-09 12:00:00,40565.77,40912.48,40410.01,40874.99,2732.201204,111129222.7093965,70238.0,1257.347035,51151916.78860784
2021-01-09 13:00:00,40874.99,41222.0,40679.1,41051.65,3818.65745,156480184.02975568,101156.0,2072.390569,84932555.31609088
2021-01-09 14:00:00,41051.66,41380.0,40700.0,40819.01,3867.781192,158901525.7957786,88998.0,1822.976451,74917120.30373792
2021-01-09 15:00:00,40819.01,40953.0,40200.0,40525.15,3364.433164,136453850.42727688,84201.0,1463.886307,59385675.97324527
2021-01-09 16:00:00,40525.16,40649.96,39869.0,39995.1,3942.095173,158583517.38012922,101902.0,1796.072661,72296374.56676844
2021-01-09 17:00:00,39995.09,40586.87,39985.45,40421.4,2205.653031,89095373.96045113,61685.0,1020.705329,41227222.26393196
